IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
138.3.211.101,8443,8443,true,NRT,Asia Pacific,Tokyo,96,7.55
141.147.174.7,2095,2095,false,NRT,Asia Pacific,Tokyo,81,7.55
141.147.174.7,2053,2053,true,NRT,Asia Pacific,Tokyo,75,7.53
150.230.214.218,8080,8080,false,NRT,Asia Pacific,Tokyo,79,7.52
151.145.64.170,8880,8880,false,NRT,Asia Pacific,Tokyo,76,7.50
158.180.19.204,443,443,true,FRA,Europe,Frankfurt,184,7.49
158.101.92.156,2082,2082,false,NRT,Asia Pacific,Tokyo,77,7.49
138.3.208.9,2086,2086,false,NRT,Asia Pacific,Tokyo,86,7.47
150.230.216.34,2087,2087,true,NRT,Asia Pacific,Tokyo,92,7.47
150.230.220.232,2052,2052,false,NRT,Asia Pacific,Tokyo,75,7.45
150.230.216.117,80,80,false,NRT,Asia Pacific,Tokyo,80,7.45
151.145.65.203,2083,2083,true,NRT,Asia Pacific,Tokyo,123,7.45
140.83.37.145,8443,8443,true,NRT,Asia Pacific,Tokyo,110,7.44
158.101.69.144,2053,2053,true,NRT,Asia Pacific,Tokyo,109,7.43
139.185.45.163,443,443,true,DXB,Middle East,Dubai,235,7.42
151.145.66.219,2086,2086,false,NRT,Asia Pacific,Tokyo,76,7.41
158.101.70.155,2087,2087,true,NRT,Asia Pacific,Tokyo,105,7.41
158.101.88.214,2083,2083,true,NRT,Asia Pacific,Tokyo,90,7.41
158.179.176.239,2096,2096,true,NRT,Asia Pacific,Tokyo,129,7.41
158.101.92.156,2083,2083,true,NRT,Asia Pacific,Tokyo,78,7.40
129.146.142.233,2096,443,true,LAX,North America,Los Angeles,232,7.40
141.147.167.44,8880,8880,false,NRT,Asia Pacific,Tokyo,77,7.39
150.230.213.95,2087,2087,true,NRT,Asia Pacific,Tokyo,95,7.38
193.122.93.138,80,80,false,MRS,Europe,Marseille,212,7.34
141.147.178.115,8443,8443,true,NRT,Asia Pacific,Tokyo,101,7.34
158.101.70.155,2096,2096,true,NRT,Asia Pacific,Tokyo,99,7.32
138.3.222.204,8080,8080,false,NRT,Asia Pacific,Tokyo,75,7.31
150.230.216.34,80,80,false,NRT,Asia Pacific,Tokyo,76,7.30
141.147.191.211,2083,2083,true,NRT,Asia Pacific,Tokyo,193,7.30
141.147.175.230,2053,2053,true,NRT,Asia Pacific,Tokyo,115,7.28
150.230.222.185,2052,2052,false,NRT,Asia Pacific,Tokyo,78,7.22
141.147.178.115,2087,2087,true,NRT,Asia Pacific,Tokyo,77,7.22
150.230.105.228,2083,2083,true,NRT,Asia Pacific,Tokyo,91,7.21
150.230.219.168,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.21
150.230.123.165,443,443,true,IAD,North America,Ashburn,217,7.19
138.3.223.50,2096,2096,true,NRT,Asia Pacific,Tokyo,78,7.19
150.230.109.252,2087,2087,true,NRT,Asia Pacific,Tokyo,79,7.19
138.3.222.204,2095,2095,false,NRT,Asia Pacific,Tokyo,78,7.19
141.147.191.211,2087,2087,true,NRT,Asia Pacific,Tokyo,82,7.17
138.2.6.252,8080,8080,false,NRT,Asia Pacific,Tokyo,77,7.17
138.3.212.144,2096,2096,true,NRT,Asia Pacific,Tokyo,124,7.15
138.3.217.39,2095,2095,false,NRT,Asia Pacific,Tokyo,76,7.13
138.3.214.43,2087,2087,true,NRT,Asia Pacific,Tokyo,137,7.11
129.153.61.213,443,443,true,YYZ,North America,Toronto,316,7.11
150.230.221.219,2087,2087,true,NRT,Asia Pacific,Tokyo,88,7.10
151.145.75.28,2087,2087,true,NRT,Asia Pacific,Tokyo,81,7.10
150.230.101.125,2083,2083,true,NRT,Asia Pacific,Tokyo,100,7.09
158.179.183.2,2087,2087,true,NRT,Asia Pacific,Tokyo,81,7.09
138.3.222.204,2082,2082,false,NRT,Asia Pacific,Tokyo,78,7.09
150.230.97.239,2053,2053,true,NRT,Asia Pacific,Tokyo,106,7.08
150.230.101.125,8080,8080,false,NRT,Asia Pacific,Tokyo,89,7.08
138.2.7.72,2082,2082,false,NRT,Asia Pacific,Tokyo,83,7.07
158.101.69.144,8443,8443,true,NRT,Asia Pacific,Tokyo,77,7.05
158.101.65.24,2083,2083,true,NRT,Asia Pacific,Tokyo,101,7.05
150.230.99.173,80,80,false,NRT,Asia Pacific,Tokyo,84,7.04
139.185.45.163,2087,443,true,DXB,Middle East,Dubai,195,7.03
141.147.174.190,2096,2096,true,NRT,Asia Pacific,Tokyo,82,7.02
151.145.75.28,2053,2053,true,NRT,Asia Pacific,Tokyo,93,7.01
140.83.37.145,2053,2053,true,NRT,Asia Pacific,Tokyo,76,6.99
141.147.178.202,2086,2086,false,NRT,Asia Pacific,Tokyo,83,6.96
40.233.77.86,2096,443,true,YYZ,North America,Toronto,289,6.96
138.2.15.8,2086,2086,false,NRT,Asia Pacific,Tokyo,81,6.96
150.230.213.95,2086,2086,false,NRT,Asia Pacific,Tokyo,78,6.93
150.230.107.94,2087,2087,true,NRT,Asia Pacific,Tokyo,86,6.93
151.145.74.56,2096,2096,true,NRT,Asia Pacific,Tokyo,94,6.92
151.145.74.56,2087,2087,true,NRT,Asia Pacific,Tokyo,98,6.91
150.230.216.117,8880,8880,false,NRT,Asia Pacific,Tokyo,78,6.87
138.2.13.133,2082,2082,false,NRT,Asia Pacific,Tokyo,84,6.87
138.2.6.15,2082,2082,false,NRT,Asia Pacific,Tokyo,91,6.85
141.147.191.132,2087,2087,true,NRT,Asia Pacific,Tokyo,149,6.85
158.101.69.144,80,80,false,NRT,Asia Pacific,Tokyo,78,6.79
141.147.166.189,8443,8443,true,NRT,Asia Pacific,Tokyo,114,6.79
150.230.213.95,2082,2082,false,NRT,Asia Pacific,Tokyo,91,6.77
192.18.150.176,2087,443,true,YYZ,North America,Toronto,225,6.73
158.101.68.48,2083,2083,true,NRT,Asia Pacific,Tokyo,94,6.68
141.147.164.54,8443,8443,true,NRT,Asia Pacific,Tokyo,85,6.64
138.3.215.11,2083,2083,true,NRT,Asia Pacific,Tokyo,79,6.64
150.230.107.94,2096,2096,true,NRT,Asia Pacific,Tokyo,78,6.64
141.147.191.211,8880,8880,false,NRT,Asia Pacific,Tokyo,79,6.64
141.147.179.64,2087,2087,true,NRT,Asia Pacific,Tokyo,184,6.63
158.101.65.24,8443,8443,true,NRT,Asia Pacific,Tokyo,125,6.63
141.147.164.153,2096,2096,true,NRT,Asia Pacific,Tokyo,125,6.62
141.147.169.195,2053,2053,true,NRT,Asia Pacific,Tokyo,192,6.61
130.61.211.43,2096,443,true,FRA,Europe,Frankfurt,154,6.61
138.3.215.11,2052,2052,false,NRT,Asia Pacific,Tokyo,95,6.59
158.101.68.48,2053,2053,true,NRT,Asia Pacific,Tokyo,121,6.59
168.138.217.146,2096,2096,true,NRT,Asia Pacific,Tokyo,89,6.59
151.145.65.8,2086,2086,false,NRT,Asia Pacific,Tokyo,83,6.57
139.185.45.163,8443,443,true,DXB,Middle East,Dubai,273,6.56
132.145.54.84,8443,443,true,LHR,Europe,London,166,6.56
141.147.169.195,2087,2087,true,NRT,Asia Pacific,Tokyo,100,6.55
138.3.212.226,80,80,false,NRT,Asia Pacific,Tokyo,101,6.54
158.101.65.24,2053,2053,true,NRT,Asia Pacific,Tokyo,92,6.54
138.3.222.204,8443,8443,true,NRT,Asia Pacific,Tokyo,112,6.50
141.147.178.202,2095,2095,false,NRT,Asia Pacific,Tokyo,86,6.50
150.230.213.95,2052,2052,false,NRT,Asia Pacific,Tokyo,91,6.49
138.3.212.144,8443,8443,true,NRT,Asia Pacific,Tokyo,96,6.48
141.147.167.40,2095,2095,false,NRT,Asia Pacific,Tokyo,75,6.45
138.2.11.179,2095,2095,false,NRT,Asia Pacific,Tokyo,78,6.44
141.147.167.44,2087,2087,true,NRT,Asia Pacific,Tokyo,95,6.41
141.147.179.64,2052,2052,false,NRT,Asia Pacific,Tokyo,94,6.38
158.101.69.12,8080,8080,false,NRT,Asia Pacific,Tokyo,92,6.37
158.179.191.14,8880,8880,false,NRT,Asia Pacific,Tokyo,78,6.34
138.2.6.252,2086,2086,false,NRT,Asia Pacific,Tokyo,82,6.34
138.3.253.140,8080,8080,false,CDG,Europe,Paris,175,6.33
141.147.191.132,2053,2053,true,NRT,Asia Pacific,Tokyo,108,6.32
168.138.198.202,8443,8443,true,NRT,Asia Pacific,Tokyo,78,6.30
158.101.81.4,8443,8443,true,NRT,Asia Pacific,Tokyo,92,6.27
140.83.53.190,443,443,true,KIX,Asia Pacific,Osaka,94,6.26
141.147.191.211,8080,8080,false,NRT,Asia Pacific,Tokyo,78,6.25
129.153.165.237,443,443,true,IAD,North America,Ashburn,229,6.21
141.147.169.195,2096,2096,true,NRT,Asia Pacific,Tokyo,96,6.19
141.147.179.76,443,443,true,NRT,Asia Pacific,Tokyo,88,6.19
150.230.219.83,2053,2053,true,NRT,Asia Pacific,Tokyo,81,6.17
151.145.69.174,8443,8443,true,NRT,Asia Pacific,Tokyo,94,6.16
141.147.181.148,2053,2053,true,NRT,Asia Pacific,Tokyo,104,6.16
150.230.221.219,8880,8880,false,NRT,Asia Pacific,Tokyo,76,6.15
141.147.169.131,2087,2087,true,NRT,Asia Pacific,Tokyo,78,6.11
158.179.178.142,2086,2086,false,NRT,Asia Pacific,Tokyo,90,6.07
151.145.66.219,2087,2087,true,NRT,Asia Pacific,Tokyo,94,6.06
138.3.208.9,2087,2087,true,NRT,Asia Pacific,Tokyo,101,6.03
158.179.176.239,2086,2086,false,NRT,Asia Pacific,Tokyo,96,6.02
150.230.216.117,2087,2087,true,NRT,Asia Pacific,Tokyo,76,6.01
138.3.223.70,2087,2087,true,NRT,Asia Pacific,Tokyo,139,6.01
138.3.223.70,80,80,false,NRT,Asia Pacific,Tokyo,81,5.99
151.145.69.105,8880,8880,false,NRT,Asia Pacific,Tokyo,88,5.99
141.147.174.7,2086,2086,false,NRT,Asia Pacific,Tokyo,79,5.99
158.178.246.36,443,443,true,AMS,Europe,Amsterdam,34,5.98
138.3.222.204,2083,2083,true,NRT,Asia Pacific,Tokyo,92,5.98
158.179.191.14,2052,2052,false,NRT,Asia Pacific,Tokyo,92,5.98
158.101.68.100,8080,8080,false,NRT,Asia Pacific,Tokyo,86,5.97
132.145.54.84,2053,443,true,LHR,Europe,London,169,5.97
138.2.19.122,2096,2096,true,NRT,Asia Pacific,Tokyo,99,5.97
141.147.181.148,2052,2052,false,NRT,Asia Pacific,Tokyo,82,5.93
150.230.101.125,8443,8443,true,NRT,Asia Pacific,Tokyo,103,5.92
158.101.69.12,2096,2096,true,NRT,Asia Pacific,Tokyo,101,5.92
158.179.176.239,2082,2082,false,NRT,Asia Pacific,Tokyo,86,5.90
151.145.65.203,2096,2096,true,NRT,Asia Pacific,Tokyo,89,5.89
158.179.178.142,8080,8080,false,NRT,Asia Pacific,Tokyo,75,5.89
158.101.68.100,2053,2053,true,NRT,Asia Pacific,Tokyo,117,5.87
141.147.189.242,2096,2096,true,NRT,Asia Pacific,Tokyo,108,5.86
141.147.181.148,8443,8443,true,NRT,Asia Pacific,Tokyo,95,5.85
158.179.178.142,80,80,false,NRT,Asia Pacific,Tokyo,87,5.84
158.179.176.239,2053,2053,true,NRT,Asia Pacific,Tokyo,142,5.84
168.138.194.121,2087,2087,true,NRT,Asia Pacific,Tokyo,89,5.83
141.147.183.96,2053,2053,true,NRT,Asia Pacific,Tokyo,114,5.83
150.230.97.239,8880,8880,false,NRT,Asia Pacific,Tokyo,89,5.83
158.101.84.123,2096,2096,true,NRT,Asia Pacific,Tokyo,98,5.82
151.145.65.8,2082,2082,false,NRT,Asia Pacific,Tokyo,79,5.81
151.145.71.127,2087,2087,true,NRT,Asia Pacific,Tokyo,79,5.79
151.145.74.56,2083,2083,true,NRT,Asia Pacific,Tokyo,88,5.76
150.230.214.218,2087,2087,true,NRT,Asia Pacific,Tokyo,75,5.71
158.179.186.138,2087,2087,true,NRT,Asia Pacific,Tokyo,78,5.65
150.230.107.94,8080,8080,false,NRT,Asia Pacific,Tokyo,78,5.65
168.138.46.67,443,443,true,KIX,Asia Pacific,Osaka,87,5.63
141.147.164.54,2096,2096,true,NRT,Asia Pacific,Tokyo,99,5.63
141.147.191.211,2052,2052,false,NRT,Asia Pacific,Tokyo,78,5.61
141.147.183.96,2096,2096,true,NRT,Asia Pacific,Tokyo,122,5.60
141.147.166.189,2053,2053,true,NRT,Asia Pacific,Tokyo,154,5.59
140.83.37.145,2052,2052,false,NRT,Asia Pacific,Tokyo,78,5.55
150.230.20.246,443,443,true,FRA,Europe,Frankfurt,162,5.55
158.101.88.214,2096,2096,true,NRT,Asia Pacific,Tokyo,109,5.54
140.83.37.145,2086,2086,false,NRT,Asia Pacific,Tokyo,99,5.54
158.179.188.159,2053,2053,true,NRT,Asia Pacific,Tokyo,91,5.52
141.147.164.153,8443,8443,true,NRT,Asia Pacific,Tokyo,101,5.51
158.179.176.239,8443,8443,true,NRT,Asia Pacific,Tokyo,131,5.50
141.147.73.243,443,443,true,FRA,Europe,Frankfurt,197,5.49
168.138.206.68,2096,2096,true,NRT,Asia Pacific,Tokyo,94,5.49
64.110.103.69,443,443,true,KIX,Asia Pacific,Osaka,86,5.47
158.179.178.145,8880,8880,false,NRT,Asia Pacific,Tokyo,81,5.45
152.69.178.16,443,443,true,MEL,Oceania,Melbourne,111,5.43
150.230.219.83,2095,2095,false,NRT,Asia Pacific,Tokyo,77,5.43
141.147.164.54,2095,2095,false,NRT,Asia Pacific,Tokyo,79,5.41
151.145.69.105,2096,2096,true,NRT,Asia Pacific,Tokyo,124,5.40
158.101.88.214,8880,8880,false,NRT,Asia Pacific,Tokyo,81,5.39
141.147.164.123,8443,8443,true,NRT,Asia Pacific,Tokyo,77,5.39
141.147.191.132,2096,2096,true,NRT,Asia Pacific,Tokyo,97,5.39
138.3.223.50,2086,2086,false,NRT,Asia Pacific,Tokyo,74,5.33
158.179.178.145,2095,2095,false,NRT,Asia Pacific,Tokyo,78,5.31
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,189,5.30
138.3.208.9,8880,8880,false,NRT,Asia Pacific,Tokyo,78,5.27
158.101.69.144,2096,2096,true,NRT,Asia Pacific,Tokyo,83,5.26
158.179.178.145,2096,2096,true,NRT,Asia Pacific,Tokyo,122,5.25
141.147.167.40,8080,8080,false,NRT,Asia Pacific,Tokyo,76,5.24
151.145.65.8,2053,2053,true,NRT,Asia Pacific,Tokyo,94,5.20
158.178.242.207,8443,443,true,SIN,Asia Pacific,Singapore,54,5.20
141.147.178.135,8443,8443,true,NRT,Asia Pacific,Tokyo,84,5.17
168.138.197.222,2087,2087,true,NRT,Asia Pacific,Tokyo,75,5.15
150.230.214.218,2083,2083,true,NRT,Asia Pacific,Tokyo,77,5.13
150.230.216.117,8080,8080,false,NRT,Asia Pacific,Tokyo,92,5.12
138.2.131.174,443,443,true,FRA,Europe,Frankfurt,161,5.11
158.101.92.156,2087,2087,true,NRT,Asia Pacific,Tokyo,77,5.09
150.230.213.95,2096,2096,true,NRT,Asia Pacific,Tokyo,75,5.09
150.230.216.34,2096,2096,true,NRT,Asia Pacific,Tokyo,111,5.09
158.101.88.214,2087,2087,true,NRT,Asia Pacific,Tokyo,88,5.08
150.230.101.125,80,80,false,NRT,Asia Pacific,Tokyo,92,5.05
144.24.189.21,8443,443,true,FRA,Europe,Frankfurt,152,5.03
150.230.219.168,2096,2096,true,NRT,Asia Pacific,Tokyo,81,5.02
193.122.197.111,443,443,true,IAD,North America,Ashburn,299,5.01
158.179.191.14,8080,8080,false,NRT,Asia Pacific,Tokyo,85,5.00
158.101.68.100,2087,2087,true,NRT,Asia Pacific,Tokyo,91,4.99
168.138.198.202,2053,2053,true,NRT,Asia Pacific,Tokyo,76,4.96
141.147.166.189,2087,2087,true,NRT,Asia Pacific,Tokyo,114,4.95
139.185.34.131,443,443,true,DXB,Middle East,Dubai,215,4.95
140.83.37.145,8880,8880,false,NRT,Asia Pacific,Tokyo,91,4.94
158.179.178.142,2095,2095,false,NRT,Asia Pacific,Tokyo,93,4.93
158.101.199.249,8443,443,true,AMS,Europe,Amsterdam,168,4.90
84.235.169.234,443,443,true,AMS,Europe,Amsterdam,182,4.89
152.70.190.65,443,443,true,FRA,Europe,Frankfurt,151,4.89
151.145.69.105,2053,2053,true,NRT,Asia Pacific,Tokyo,93,4.88
151.145.65.203,2053,2053,true,NRT,Asia Pacific,Tokyo,111,4.86
158.179.178.142,2082,2082,false,NRT,Asia Pacific,Tokyo,87,4.86
158.101.88.214,2053,2053,true,NRT,Asia Pacific,Tokyo,91,4.86
138.2.137.220,443,443,true,FRA,Europe,Frankfurt,196,4.80
151.145.69.174,8880,8880,false,NRT,Asia Pacific,Tokyo,75,4.78
151.145.69.174,2087,2087,true,NRT,Asia Pacific,Tokyo,101,4.77
168.138.205.195,2096,2096,true,NRT,Asia Pacific,Tokyo,75,4.74
141.147.191.211,2096,2096,true,NRT,Asia Pacific,Tokyo,110,4.72
158.178.242.5,2052,2052,false,SIN,Asia Pacific,Singapore,25,4.71
151.145.74.56,2053,2053,true,NRT,Asia Pacific,Tokyo,92,4.71
150.136.241.40,443,443,true,IAD,North America,Ashburn,243,4.64
193.123.69.77,443,443,true,DXB,Middle East,Dubai,159,4.62
146.235.207.245,443,443,true,SJC,North America,San Jose,175,4.62
89.168.118.76,443,443,true,FRA,Europe,Frankfurt,155,4.55
158.179.186.251,2053,2053,true,NRT,Asia Pacific,Tokyo,79,4.55
138.3.240.175,443,443,true,FRA,Europe,Frankfurt,207,4.53
141.147.164.123,2053,2053,true,NRT,Asia Pacific,Tokyo,89,4.52
129.146.254.39,443,443,true,LAX,North America,Los Angeles,182,4.51
140.83.37.145,8080,8080,false,NRT,Asia Pacific,Tokyo,81,4.42
150.230.213.140,8443,80,false,NRT,Asia Pacific,Tokyo,75,4.39
168.138.194.121,2096,0,true,NRT,Asia Pacific,Tokyo,84,4.34
158.179.178.142,8880,8880,false,NRT,Asia Pacific,Tokyo,81,4.34
138.2.134.75,2096,443,true,FRA,Europe,Frankfurt,178,4.33
158.101.92.156,8080,8080,false,NRT,Asia Pacific,Tokyo,77,4.32
141.147.168.13,2087,2087,true,NRT,Asia Pacific,Tokyo,76,4.32
129.151.152.254,80,80,false,AMS,Europe,Amsterdam,160,4.32
141.147.178.202,2053,2053,true,NRT,Asia Pacific,Tokyo,141,4.31
168.138.200.8,2096,443,true,NRT,Asia Pacific,Tokyo,88,4.31
168.138.196.164,2087,2087,true,NRT,Asia Pacific,Tokyo,77,4.30
158.101.81.4,2095,2095,false,NRT,Asia Pacific,Tokyo,76,4.28
138.2.13.133,2087,2087,true,NRT,Asia Pacific,Tokyo,75,4.27
141.147.183.96,2052,2052,false,NRT,Asia Pacific,Tokyo,76,4.24
168.138.196.237,2083,2083,true,NRT,Asia Pacific,Tokyo,89,4.22
158.178.240.144,443,443,true,SIN,Asia Pacific,Singapore,9,4.20
151.145.66.219,2096,2096,true,NRT,Asia Pacific,Tokyo,88,4.14
129.159.241.172,443,443,true,FRA,Europe,Frankfurt,153,4.14
138.3.208.9,2083,2083,true,NRT,Asia Pacific,Tokyo,110,4.12
150.230.105.179,2095,2095,false,NRT,Asia Pacific,Tokyo,82,4.11
158.101.69.12,2087,2087,true,NRT,Asia Pacific,Tokyo,130,4.09
141.147.178.202,2087,2087,true,NRT,Asia Pacific,Tokyo,130,4.07
192.18.145.19,2096,443,true,YYZ,North America,Toronto,223,4.06
158.101.68.100,2086,2086,false,NRT,Asia Pacific,Tokyo,96,4.03
192.18.159.164,443,443,true,AMS,Europe,Amsterdam,230,4.02
151.145.64.170,2082,2082,false,NRT,Asia Pacific,Tokyo,77,4.00
151.145.65.203,2082,2082,false,NRT,Asia Pacific,Tokyo,78,3.97
151.145.68.166,2053,2053,true,NRT,Asia Pacific,Tokyo,105,3.93
138.3.254.39,443,443,true,FRA,Europe,Frankfurt,186,3.91
141.148.236.12,2053,443,true,AMS,Europe,Amsterdam,186,3.85
158.179.186.251,8443,8443,true,NRT,Asia Pacific,Tokyo,91,3.77
151.145.75.28,8443,8443,true,NRT,Asia Pacific,Tokyo,92,3.72
168.138.205.195,8443,8443,true,NRT,Asia Pacific,Tokyo,79,3.69
138.3.222.135,443,443,true,NRT,Asia Pacific,Tokyo,80,3.69
168.138.78.149,8443,8443,true,YUL,North America,Montréal,333,3.68
138.2.6.56,443,443,true,NRT,Asia Pacific,Tokyo,127,3.66
138.3.222.204,2053,2053,true,NRT,Asia Pacific,Tokyo,156,3.64
158.178.246.169,8880,8880,false,SIN,Asia Pacific,Singapore,6,3.63
158.179.178.142,2083,2083,true,NRT,Asia Pacific,Tokyo,126,3.63
158.180.231.216,443,443,true,MRS,Europe,Marseille,246,3.61
141.147.174.190,2083,2083,true,NRT,Asia Pacific,Tokyo,145,3.61
138.3.214.43,2095,2095,false,NRT,Asia Pacific,Tokyo,87,3.61
150.230.219.83,8443,8443,true,NRT,Asia Pacific,Tokyo,104,3.56
40.233.77.86,443,443,true,YYZ,North America,Toronto,302,3.55
151.145.69.174,2052,2052,false,NRT,Asia Pacific,Tokyo,96,3.55
158.179.178.142,2052,2052,false,NRT,Asia Pacific,Tokyo,142,3.55
168.138.192.185,2096,2096,true,NRT,Asia Pacific,Tokyo,78,3.52
158.101.81.4,2087,2087,true,NRT,Asia Pacific,Tokyo,104,3.48
138.3.223.70,2053,2053,true,NRT,Asia Pacific,Tokyo,118,3.46
158.101.68.100,2052,2052,false,NRT,Asia Pacific,Tokyo,91,3.44
150.230.219.168,2095,2095,false,NRT,Asia Pacific,Tokyo,77,3.43
168.138.206.68,8443,8443,true,NRT,Asia Pacific,Tokyo,91,3.43
158.178.241.45,80,80,false,SIN,Asia Pacific,Singapore,19,3.40
150.230.107.197,8080,8080,false,NRT,Asia Pacific,Tokyo,81,3.39
138.2.6.252,2096,2096,true,NRT,Asia Pacific,Tokyo,121,3.35
158.101.70.155,2082,2082,false,NRT,Asia Pacific,Tokyo,77,3.35
150.230.105.179,8080,8080,false,NRT,Asia Pacific,Tokyo,77,3.33
158.179.176.239,80,80,false,NRT,Asia Pacific,Tokyo,85,3.32
158.179.178.145,80,80,false,NRT,Asia Pacific,Tokyo,82,3.27
158.101.65.24,2096,2096,true,NRT,Asia Pacific,Tokyo,103,3.25
168.138.194.121,8443,8443,true,NRT,Asia Pacific,Tokyo,79,3.22
141.147.164.153,2083,2083,true,NRT,Asia Pacific,Tokyo,105,3.22
168.138.192.185,2053,2053,true,NRT,Asia Pacific,Tokyo,89,3.16
138.2.11.179,2086,2086,false,NRT,Asia Pacific,Tokyo,77,3.14
158.101.84.123,2095,2095,false,NRT,Asia Pacific,Tokyo,82,3.11
138.2.6.15,2096,2096,true,NRT,Asia Pacific,Tokyo,106,3.09
150.230.213.95,8080,8080,false,NRT,Asia Pacific,Tokyo,81,3.07
151.145.66.219,8443,8443,true,NRT,Asia Pacific,Tokyo,91,3.07
158.179.178.142,2096,2096,true,NRT,Asia Pacific,Tokyo,125,3.05
158.101.68.48,2095,2095,false,NRT,Asia Pacific,Tokyo,79,3.04
158.179.178.142,2087,2087,true,NRT,Asia Pacific,Tokyo,129,3.03
158.179.178.145,2087,2087,true,NRT,Asia Pacific,Tokyo,150,3.01
141.147.158.154,443,443,true,FRA,Europe,Frankfurt,85,2.98
168.138.200.155,2053,2053,true,NRT,Asia Pacific,Tokyo,75,2.95
158.179.176.239,2095,2095,false,NRT,Asia Pacific,Tokyo,87,2.95
168.138.198.53,2053,2053,true,NRT,Asia Pacific,Tokyo,97,2.94
158.179.178.145,2082,2082,false,NRT,Asia Pacific,Tokyo,94,2.91
150.230.21.221,443,443,true,FRA,Europe,Frankfurt,189,2.88
158.179.191.14,2082,2082,false,NRT,Asia Pacific,Tokyo,83,2.86
158.101.81.4,2086,2086,false,NRT,Asia Pacific,Tokyo,74,2.85
158.101.68.48,8443,8443,true,NRT,Asia Pacific,Tokyo,117,2.80
158.179.176.239,2052,2052,false,NRT,Asia Pacific,Tokyo,77,2.79
168.138.192.185,2083,2083,true,NRT,Asia Pacific,Tokyo,93,2.79
158.179.178.145,2052,2052,false,NRT,Asia Pacific,Tokyo,75,2.78
138.2.134.75,2053,443,true,FRA,Europe,Frankfurt,222,2.76
158.101.84.123,2086,2086,false,NRT,Asia Pacific,Tokyo,79,2.74
140.83.37.145,2096,2096,true,NRT,Asia Pacific,Tokyo,129,2.72
158.101.65.24,8080,8080,false,NRT,Asia Pacific,Tokyo,83,2.69
168.138.196.237,8443,8443,true,NRT,Asia Pacific,Tokyo,89,2.67
150.230.105.179,80,80,false,NRT,Asia Pacific,Tokyo,86,2.67
151.145.64.170,8080,8080,false,NRT,Asia Pacific,Tokyo,90,2.61
129.159.152.163,8443,443,true,TLV,Middle East,Tel Aviv,213,2.60
158.179.191.14,80,80,false,NRT,Asia Pacific,Tokyo,75,2.60
168.138.202.145,2083,2083,true,NRT,Asia Pacific,Tokyo,75,2.58
168.138.197.222,2053,2053,true,NRT,Asia Pacific,Tokyo,78,2.58
158.179.191.14,2095,2095,false,NRT,Asia Pacific,Tokyo,87,2.50
168.138.196.164,8443,0,true,NRT,Asia Pacific,Tokyo,75,2.50
150.230.216.117,8443,8443,true,NRT,Asia Pacific,Tokyo,80,2.46
158.101.65.24,2086,2086,false,NRT,Asia Pacific,Tokyo,75,2.46
130.162.230.200,8443,443,true,FRA,Europe,Frankfurt,158,2.44
158.101.70.155,2052,2052,false,NRT,Asia Pacific,Tokyo,86,2.43
158.101.88.214,8443,8443,true,NRT,Asia Pacific,Tokyo,132,2.42
158.101.68.100,2095,2095,false,NRT,Asia Pacific,Tokyo,88,2.40
150.230.216.34,2082,2082,false,NRT,Asia Pacific,Tokyo,79,2.38
129.146.43.245,2086,443,true,LAX,North America,Los Angeles,205,2.36
130.162.230.200,2053,443,true,FRA,Europe,Frankfurt,153,2.35
158.179.178.145,2086,2086,false,NRT,Asia Pacific,Tokyo,135,2.34
158.101.68.100,8880,8880,false,NRT,Asia Pacific,Tokyo,78,2.33
151.145.64.170,2053,2053,true,NRT,Asia Pacific,Tokyo,93,2.32
140.83.37.145,2083,2083,true,NRT,Asia Pacific,Tokyo,77,2.30
158.179.183.2,2052,2052,false,NRT,Asia Pacific,Tokyo,89,2.29
158.101.81.4,8880,8880,false,NRT,Asia Pacific,Tokyo,77,2.27
158.178.242.5,80,80,false,SIN,Asia Pacific,Singapore,18,2.27
158.179.191.14,2086,2086,false,NRT,Asia Pacific,Tokyo,76,2.27
158.101.88.214,80,80,false,NRT,Asia Pacific,Tokyo,90,2.27
138.3.251.94,443,443,true,FRA,Europe,Frankfurt,209,2.27
138.2.6.252,2087,2087,true,NRT,Asia Pacific,Tokyo,92,2.18
141.147.170.160,2082,2082,false,NRT,Asia Pacific,Tokyo,77,2.16
129.159.152.163,2053,443,true,TLV,Middle East,Tel Aviv,211,2.09
129.146.173.104,2096,443,true,LAX,North America,Los Angeles,256,2.08
129.146.173.104,2086,443,true,LAX,North America,Los Angeles,228,2.08
158.101.68.48,8080,8080,false,NRT,Asia Pacific,Tokyo,78,2.07
158.101.69.144,2095,2095,false,NRT,Asia Pacific,Tokyo,89,2.05
158.179.178.142,8443,8443,true,NRT,Asia Pacific,Tokyo,134,2.04
140.83.37.145,2095,2095,false,NRT,Asia Pacific,Tokyo,84,2.01
158.101.81.4,8080,8080,false,NRT,Asia Pacific,Tokyo,78,2.00
168.138.195.31,2096,2096,true,NRT,Asia Pacific,Tokyo,75,2.00
158.179.176.239,8880,8880,false,NRT,Asia Pacific,Tokyo,99,1.98
150.230.104.197,2053,2053,true,NRT,Asia Pacific,Tokyo,89,1.92
